Obj279: "Parent	WaterMage		WaterMageNovice	ModelName	nwadept		 	 	 	417	 	 	 	 	 	 	 	 	 	 	 	 
Obj280: "Parent	EarthMage		EarthArchemage	ModelName	archmage1		 	 	 	421	 	 	 	 	 	 	 	 	 	 	 	 
Obj281: "Parent	AirMage		AirArchemage	ModelName	archmage2		 	 	 	422	 	 	 	 	 	 	 	 	 	 	 	 
Obj282: "Parent	FireMage		FireArchemage	ModelName	archmage3		 	 	 	423	 	 	 	 	 	 	 	 	 	 	 	 
Obj283: "Parent	WaterMage		WaterArchemage	ModelName	archmage4		 	 	 	424	 	 	 	 	 	 	 	 	 	 	 	 
Obj284: "Parent	FireMage		FireMageHaunt	ModelName	hauntmage		 	 	 	425	 	 	 	 	 	 	 	 	 	 	 	 
Obj285: "Parent	MageTypesX		OtherMage	ModelName	oramage		 	 	 	434	 	 	 	 	 	 	 	 	 	 	 	 
Obj286: "Parent	OtherMage		WhiteMage1	ModelName	libmage		 	 	 	428	 	 	 	 	 	 	 	 	 	 	 	 
Obj287: "Parent	OtherMage		WhiteMage2	ModelName	libmage2		 	 	 	429	 	 	 	 	 	 	 	 	 	 	 	 
Obj288: "Parent	WaterMage		WaterMageZombie	ModelName	zommag3		 	 	 	427	 	 	 	 	 	 	 	 	 	 	 	 
Obj289: "Parent	FireMage		FireMageZombie	ModelName	zommag2		 	 	 	430	 	 	 	 	 	 	 	 	 	 	 	 
Obj290: "Parent	AirMage		AirMageZombie	ModelName	zommage		 	 	 	446	 	 	 	 	 	 	 	 	 	 	 	 
Obj291: "Parent	EarthMage		EarthMageZombie	ModelName	zommag4		 	 	 	440	 	 	 	 	 	 	 	 	 	 	 	 
Obj292: "Parent	bow man 		MageArcher	ModelName	Magearc1		 	 	 	431	 	 	 	 	 	 	 	 	 	 	 	 
Obj293: "Parent	MageArcher		MageArcher2	ModelName	Magearc2		 	 	 	439	 	 	 	 	 	 	 	 	 	 	 	 
Obj294: "Parent	sword guard 		MageGuard	ModelName	MageGar2		 	 	 	442	 	 	 	 	 	 	 	 	 	 	 	 
Obj295: "Parent	MageGuard		MageGuard3	ModelName	MageGar3		 	 	 	444	 	 	 	 	 	 	 	 	 	 	 	 
Obj296: "Parent	MageGuard	MAGES END	MageGuard4	ModelName	MageGar4		 	 	 	445	 	 	 	 	 	 	 	 	 	 	 	 
																						
Obj300: "Parent	bystander	Monk Set	Monk	ModelName	oldmon01																	
Obj301: "Parent	Monk		Monk2	ModelName	oldmon02																	
Obj302: "Parent	Monk		Monk3	ModelName	oldmon03																	
Obj303: "Parent	Monk		Monk5	ModelName	oldmon05																	
Obj304: "Parent	Monk		Monk6	ModelName	oldmon06																	
Obj305: "Parent	Monk		Monk7	ModelName	oldmon07																	
Obj306: "Parent	Monk		DarkMonk	ModelName	darkmonk01																	
Obj307: "Parent	DarkMonk		DarkMonk2	ModelName	darkmonk02																	
Obj308: "Parent	DarkMonk		DarkMonk3	ModelName	darkmonk03																	
Obj309: "Parent	DarkMonk		DarkMonk4	ModelName	darkmonk04																	
Obj310: "Parent	DarkMonk		DarkMonk5	ModelName	darkmonk05																	
Obj311: "Parent	DarkMonk	Monk Set End	DarkMonk6	ModelName	darkmonk06																	
																						
Obj315: "Parent	MaleServ2 	NOBLE SETS	Master Servant	MeshTex:texture in model	MalSev02.gif	MeshTex:replace with	malsev09.png				15											
Obj316: "Parent	FemaleNoble 		FemaleNoble 5	MeshTex:texture in model	NobleW01.gif	MeshTex:replace with	noblew05.png				16											
Obj317: "Parent	FemServ1 		FemServ 6	MeshTex:texture in model	FemSev03.gif	MeshTex:replace with	femsev06.png				17											
Obj318: "Parent	MaleNoble 		Noble Lord	ModelName	sherlk						19											
Obj319: "Parent	FemaleNoble3 		FemaleNoble 8	MeshTex:texture in model	NobleW03.gif	MeshTex:replace with	noblew08.png				20											
Obj320: "Parent	bystander		Prostitute	ModelName	Prison09						24											
Obj321: "Parent	MaleNoble 		Fat Lord	ModelName	fatbafford						25											
Obj322: "Parent	FemaleNoble 		Busty Noble 1	ModelName	bnoblw01						26											
Obj323: "Parent	FemaleNoble 		Busty Noble 2	ModelName	bnoblw02						27											
Obj324: "Parent	FemaleNoble 		Busty Noble 3	ModelName	bnoblw03						28											
Obj325: "Parent	MaleNoble 		Noble Lord 2	ModelName	drossi						29											
Obj326: "Parent	FemZombie		Fem 	ModelName	ladygrey						33											
Obj327: "Parent	MaleNoble 		Medici 1	ModelName	medici01						34											
Obj328: "Parent	MaleNoble 		Medici 2	ModelName	medici02						35											
Obj329: "Parent	MaleNoble 		Medici 3	ModelName	medici03						36											
Obj330: "Parent	MaleNoble 		Tudor Noble	ModelName	tudornoble						38											
Obj331: "Parent	FemaleNoble 		Tudor Noble F1	ModelName	tudorw01						39											
Obj332: "Parent	FemaleNoble 		Tudor Noble F2	ModelName	tudorw02						40											
Obj333: "Parent	FemaleNoble 		Tudor Noble F3	ModelName	tudorw03						41											
Obj334: "Parent	MaleNoble 	Fishy guy	Noble Humble	ModelName	throne						316											
Obj335: "Parent	FemaleNoble 		FemaleNoble 18	ModelName	NobleW18						318											
Obj336: "Parent	FemaleNoble 		FemaleNoble 12	ModelName	NobleW12						319											
Obj337: "Parent	MaleNoble 		Green Noble	ModelName	fop						320											
Obj338: "Parent	Servant	Fishy too	InnKeeper	ModelName	InnKeep						321											
Obj339: "Parent	MaleNoble 		MaleNoble8	MeshTex:texture in model	NobleM01.gif	MeshTex:replace with	noble08.png				322											
Obj340: "SKIP	MaleServ1 	Red Skins from screenshot missing in pack. SKIPPED	ServInUniform																			
Obj341: "Parent	aristo		NobleBoy	MeshTex:texture in model	NobleM04.gif	MeshTex:replace with	boy01.png	CretScale	.0.85	ModelName	noblem04											
Obj342: "Parent	NobleBoy		NobleBoy2	MeshTex:texture in model	NobleM04.gif	MeshTex:replace with	boy02.png			352												
Obj343: "Parent	NobleBoy		NobleBoy3	MeshTex:texture in model	NobleM04.gif	MeshTex:replace with	boy03.png			353												
Obj344: "Parent	NobleBoy		NobleBoy4	MeshTex:texture in model	NobleM04.gif	MeshTex:replace with	boy04.png			354												
Obj345: "Parent	MaleNoble 	Bowie	Bowie	ModelName	bowie																	
Obj346: "Parent	MaleServ2 	BYSTANDER PACK	PlainServant	ModelName	Mmserf01																	
Obj347: "Parent	PlainServant		PlainServant2	ModelName	Mmserf02																	
Obj348: "Parent	PlainServant		PlainServant3	ModelName	Mmserf03																	
Obj349: "Parent	FemServ1 		PlainServantFem	ModelName	femSerf01																	
Obj350: "Parent	PlainServantFem		PlainServantFem2	ModelName	femSerf02																	
Obj351: "Parent	Master Servant	Archetype from NobleSet	Master Servant2	ModelName	UniForm1																	
Obj352: "Parent	Master Servant		Master Servant3	ModelName	UniForm2																	
Obj353: "Parent	bystander 		SinisterGuy	ModelName	UniForm3																	
Obj354: "Parent	SinisterGuy	Bystander Pack END	SinisterGuy2	ModelName	UniForm4																	
									0													
Obj355: "Parent	MaleNoble 	CHRISTMAS PACK	Santa	ModelName	santa																	
Obj356: "Parent	Santa	Needs new Voice	Elf	ModelName	elf01																	
Obj357: "Parent	Elf		Elf 2	ModelName	elf02																	
Obj358: "Parent	Elf	Christmas End	Elf 3	ModelName	elf03																	
																						
Obj360: "Parent	sword guard	RoyalGuards	Royal Guard	MeshTex:texture in model	Spolic01.gif	MeshTex:replace with	swgad35.png	ModelName	cop01		18											
Obj361: "Parent	Royal Guard		Royal Guard A2	MeshTex:texture in model	police02.gif	MeshTex:replace with	swgad50.png	ModelName	cop02		23											
Obj362: "Parent	Royal Guard		Royal Guard A3	MeshTex:texture in model	police02.gif	MeshTex:replace with	swgad52.png	ModelName	cop02		43											
Obj363: "Parent	Royal Guard		Royal Guard A4	MeshTex:texture in model	police02.gif	MeshTex:replace with	swgad59.png	ModelName	cop02		65											
Obj364: "Parent	bow man 		Royal Archer	MeshTex:texture in model	policA01.gif	MeshTex:replace with	arc1y.png	ModelName	coparc01													
Obj365: "Parent	Royal Archer		Royal Archer A2	MeshTex:texture in model	Archer01.gif	MeshTex:replace with	arc2.png	ModelName	Archer01													
Obj366: "Parent	Royal Archer		Royal Archer A3	MeshTex:texture in model	Archer01.gif	MeshTex:replace with	arc3.png	ModelName	Archer01													
Obj367: "Parent	Royal Archer		Royal Archer A4	MeshTex:texture in model	Archer01.gif	MeshTex:replace with	arc4.png	ModelName	Archer01													
Obj368: "Parent	Royal Archer	Neutral	Royal Archer A5	MeshTex:texture in model	Archer01.gif	MeshTex:replace with	nolion1.png	ModelName	Archer01													
Obj369: "Parent	Royal Archer	Neutral	Royal Archer A6	MeshTex:texture in model	policA01.gif	MeshTex:replace with	nolion2.png	ModelName	coparc01													
Obj370: "Parent	Royal Archer		Royal Archer B1	MeshTex:texture in model	policA01.gif	MeshTex:replace with	grfarc01.png	ModelName	coparc01													
Obj371: "Parent	Royal Archer		Royal Archer B2	MeshTex:texture in model	Archer01.gif	MeshTex:replace with	grfarc02.png	ModelName	Archer01													
Obj372: "Parent	Royal Guard		Royal Guard B	MeshTex:texture in model	SwGard02.gif	MeshTex:replace with	grfgar03.png	ModelName	SWGard02													
Obj373: "Parent	Royal Guard B		Royal Guard B2	MeshTex:texture in model	Spolic01.gif	MeshTex:replace with	grfgar02.png	ModelName	cop01		122											
Obj374: "Parent	Royal Guard B		Royal Guard B4	MeshTex:texture in model	SwGard02.gif	MeshTex:replace with	grfgar04.png				123											
Obj375: "Parent	Royal Guard B		Royal Guard B5	MeshTex:texture in model	SwGard02.gif	MeshTex:replace with	grfgar05.png				124											
Obj376: "Parent	Royal Guard B		Royal Guard B6	MeshTex:texture in model	SwGard02.gif	MeshTex:replace with	grfgar06.png				125											
Obj377: "Parent	Royal Guard B		Royal Guard B7	MeshTex:texture in model	SwGard02.gif	MeshTex:replace with	grfgar07.png				126				 	 	 	 	 	 	 	 
Obj378: "Parent	Royal Guard B	RoyalEnd	Royal Guard B8	MeshTex:texture in model	SwGard02.gif	MeshTex:replace with	grfgar08.png				66				 	 	 	 	 	 	 	 
Obj379: "Parent	sword guard 		SwordGuard 2	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	swgard56.png				67				 	 	 	 	 	 	 	 
Obj380: "Parent	sword guard 		SwordGuard 3	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	swgard68.png				68				 	 	 	 	 	 	 	 
Obj381: "Parent	sword guard 		SwordGuard 4	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	swgard70.png				69				 	 	 	 	 	 	 	 
Obj382: "Parent	sword guard 		SwordGuard 5	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	swgard56w.png				70											
Obj383: "Parent	sword guard 		SwordGuard 6	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	swgard68w.png				71				 	 	 	 	 	 	 	 
Obj384: "Parent	sword guard 		SwordGuard 7	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	swgard70w.png				72				 	 	 	 	 	 	 	 
Obj385: "Parent	sword guard 		SwordGuard 8	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	swgard72w.png								 	 	 	 	 	 	 	 
Obj386: "Parent	bow man 		Archer 7	MeshTex:texture in model	Archer01.gif	MeshTex:replace with	archer07.png								 	 	 	 	 	 	 	 
Obj387: "Parent	bowman2 		Archer 8	MeshTex:texture in model	Archer02.gif	MeshTex:replace with	archer08.png	106							 	 	 	 	 	 	 	 
Obj388: "Parent	sword guard 		Red Guard	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	rdgard01.png	143							 	 	 	 	 	 	 	 
Obj389: "Parent	Red Guard		Red Guard2	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	rdgard02.png	144							 	 	 	 	 	 	 	 
Obj390: "Parent	Red Guard		Red Guard3	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	rdgard03.png	145							 	 	 	 	 	 	 	 
Obj391: "Parent	Red Guard		Red Guard4	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	rdgard04.png	146							 	 	 	 	 	 	 	 
Obj392: "Parent	Red Guard		Red Guard5	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	rdgard05.png	147							 	 	 	 	 	 	 	 
Obj393: "Parent	Red Guard		Red Guard8	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	arcswd08.png	112							 	 	 	 	 	 	 	 
Obj394: "Parent	Red Guard		Red Guard9	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	arcswd09.png	113							 	 	 	 	 	 	 	 
Obj395: "Parent	bow man 	EmblemFreeGuards	GreenPurpArcher	MeshTex:texture in model	Archer01.gif	MeshTex:replace with	noarc01.png			536					 	 	 	 	 	 	 	 
Obj396: "Parent	GreenPurpArcher		GreenPurpArcher2	MeshTex:texture in model	Archer01.gif	MeshTex:replace with	noarc02.png	 	 	540					 	 	 	 	 	 	 	 
Obj397: "Parent	GreenPurpArcher		GreenPurpArcher3	MeshTex:texture in model	Archer01.gif	MeshTex:replace with	noarc03.png	 	 	543					 	 	 	 	 	 	 	 
Obj398: "Parent	sword guard 		GreenPurpGuard	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	nogad01.png	 	 	544					 	 	 	 	 	 	 	 
Obj399: "Parent	GreenPurpGuard		GreenPurpGuard2	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	nogad02.png	 	 	545					 	 	 	 	 	 	 	 
Obj400: "Parent	GreenPurpGuard		GreenPurpGuard3	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	nogad03.png	 	 	546					 	 	 	 	 	 	 	 
Obj401: "Parent	GreenPurpGuard		GreenPurpGuard4	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	nogad05.png	 	 	548					 	 	 	 	 	 	 	 
Obj402: "Parent	bow man 		GreenGreyArcher	MeshTex:texture in model	Archer01.gif	MeshTex:replace with	frearc01.png	 	 													
Obj403: "Parent	GreenGreyArcher		GreenGreyArcher2	MeshTex:texture in model	Archer01.gif	MeshTex:replace with	frearc02.png	 	 	564												
Obj404: "Parent	GreenGreyArcher		GreenGreyArcher3	MeshTex:texture in model	Archer01.gif	MeshTex:replace with	frearc03.png															
Obj405: "Parent	sword guard 		GreenGreyGuard	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	fregad01.png	 	 	582												
Obj406: "Parent	GreenGreyGuard		GreenGreyGuard2	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	fregad02.png	 	 	583												
Obj407: "Parent	GreenGreyGuard		GreenGreyGuard3	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	fregad03.png	 	 	584												
Obj408: "Parent	GreenGreyGuard		GreenGreyGuard4	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	fregad04.png	 	 	585												
Obj409: "Parent	GreenGreyGuard	EmblemFreeGuards END	GreenGreyGuard5	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	fregad05.png	 	 	586												
																						
	ZombieTypes		ZombieChild	MeshTex:texture in model	pagChi01.gif	MeshTex:replace with	celest01.png	ModelName	PaganC01													
	FemZombie 		FemZombie 2	ModelName	FemSevZ2	74																
	FemZombie 		FemZombie 3	ModelName	FemSevZ3	75																
	FreshZombie 		FreshZombie 2	ModelName	MalSev02z	76																
	Zombie 		Zombie 3a	MeshTex:texture in model	Zomb03a.gif	MeshTex:replace with	zomb03a.png			77												
	Zombie 		Zombie 3b	MeshTex:texture in model	Zomb03a.gif	MeshTex:replace with	zomb03b.png			78												
	Zombie 		Zombie 4	MeshTex:texture in model	Zomb03a.gif	MeshTex:replace with	zomb034.png			79												
	Zombie 		Zombie 5	MeshTex:texture in model	Zomb03a.gif	MeshTex:replace with	zomb035.png			80												
	Zombie 		Zombie 6	MeshTex:texture in model	Zomb03a.gif	MeshTex:replace with	zomb036.png			81				 								
	ZombieTypes		ZombieMonk	ModelName	zomon01					82				 								
	ZombieMonk		ZombieMonk2	ModelName	zomon03					83				 								
	ZombieMonk		ZombieMonk3	ModelName	zomon02					84				 								
	ZombieMonk		ZombieMonk4	ModelName	zomon04					85				 								
	ZombieMonk		ZombieMonk5	ModelName	zomon05					86												
	FreshZombie 		ServZomb	ModelName	malsev07z					87				 								
	ZombieTypes		KeeperZombie	ModelName	keepzom					89				 								
	FemZombie 		TorturedZombieF	ModelName	zomsar					90				 								
	bow man 	PROPS,STIMS	Zombie Archer	MeshTex:texture in model	Archer01.gif	MeshTex:replace with	arczomd01.png	Creature:Type	11					 								
	Zombie Archer	PROPS	Zombie Archer 2	MeshTex:texture in model	Archer01.gif	MeshTex:replace with	arczom02.png			324				 								
	swordsman	PROPS,STIMS	Zombie Guard	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	arczom03.png	Creature:Type	11					 								
	Zombie Guard	PROPS	Zombie Guard 2	MeshTex:texture in model	SwGard01.gif	MeshTex:replace with	arczom04.png			326				 								
														 								
														 								
														 								
														 								
														 								
														 								
														 								
														 								
														 								
														 								
														 								
														 								
	Haunt 	NecroBobStart	HauntB1	MeshTex:texture in model	Haunt01.gif	MeshTex:replace with	bhaunt1.png	 	 	447	 	 	 	 	 	 	 	 	 	 	 	 
	TreeBeast 	Whats with that guy?	ZombieBeastNoble	MeshTex:texture in model	NobleM04.gif	MeshTex:replace with	bwiseau.png	ModelName	noblem04	449	 	 	 	 	 	 	 	 	 	 	 	 
	Haunt 		HauntB2	MeshTex:texture in model	Haunt01.gif	MeshTex:replace with	bhaunt2.png	 	 	451	 	 	 	 	 	 	 	 	 	 	 	 
	Haunt 		HauntB3	MeshTex:texture in model	Haunt01.gif	MeshTex:replace with	bhaunt3.png	 	 	454	 	 	 	 	 	 	 	 	 	 	 	 
	Haunt 		HauntB4	MeshTex:texture in model	Haunt01.gif	MeshTex:replace with	bhaunt4.png	 	 	456	 	 	 	 	 	 	 	 	 	 	 	 
	Haunt 		HauntB5	MeshTex:texture in model	Haunt01.gif	MeshTex:replace with	bhaunt5.png	 	 	458	 	 	 	 	 	 	 	 	 	 	 	 
	Haunt 		HauntB6	MeshTex:texture in model	Haunt01.gif	MeshTex:replace with	bhaunt6.png	 	 	460	 	 	 	 	 	 	 	 	 	 	 	 
	Haunt 		HauntB7	MeshTex:texture in model	Haunt01.gif	MeshTex:replace with	bhaunt7.png	 	 	462	 	 	 	 	 	 	 	 	 	 	 	 
	Haunt 		HauntB8	MeshTex:texture in model	Haunt01.gif	MeshTex:replace with	bhaunt8.png	 	 	467	 	 	 	 	 	 	 	 	 	 	 	 
	Haunt 		HauntB9	MeshTex:texture in model	Haunt01.gif	MeshTex:replace with	bhaunt9.png	 	 	471	 	 	 	 	 	 	 	 	 	 	 	 
	Haunt 		HauntC	MeshTex:texture in model	Haunt01.gif	MeshTex:replace with	bhauntr.png	 	 	474	 	 	 	 	 	 	 	 	 	 	 	 
	Zombie 		MechPriestZombie	MeshTex:texture in model	MecPrs01.gif	MeshTex:replace with	bzom1.png	ModelName	mecprs01	 	 	 	 	 	 	 	 	 	 	 	 	 
	MechPriestZombie		MechPriestZombie2	MeshTex:texture in model	MecPrs01.gif	MeshTex:replace with	bzom2.png		 	479	 	 	 	 	 	 	 	 	 	 	 	 
	MechPriestZombie		MechPriestZombie3	MeshTex:texture in model	MecPrs01.gif	MeshTex:replace with	bzom3.png		 	480	 	 	 	 	 	 	 	 	 	 	 	 
	MechPriestZombie		MechPriestZombie4	MeshTex:texture in model	MecPrs01.gif	MeshTex:replace with	bzom4.png			501				 	 	 	 	 	 	 	 	 
	FemaleNoble 		FemaleGhost	MeshTex:texture in model	NobleW01.gif	MeshTex:replace with	bghost1b.png	SpchVoice	vappar	RenderAlpha	 .0.75	ExtraLight:Amount (-1..1)	.0.5"									
	FemaleGhost		FemaleGhost2	MeshTex:texture in model	NobleW01.gif	MeshTex:replace with	bghost1.png	 	 	469	 	 	 	 	 	 	 	 	 	 	 	 
	FemZombie 		FemZombieB1	MeshTex:texture in model	Zomb02.gif	MeshTex:replace with	bzomf1.png	 	 	481	 	 	 	 	 	 	 	 	 	 	 	 
	FemZombie 		FemZombieB1b	MeshTex:texture in model	Zomb02.gif	MeshTex:replace with	bzomf1b.png	 	 	482	 	 	 	 	 	 	 	 	 	 	 	 
	FemZombie 		FemZombieB3	MeshTex:texture in model	Zomb02.gif	MeshTex:replace with	bzomf2.png	 	 	483	 	 	 	 	 	 	 	 	 	 	 	 
	FemZombie 		FemZombieB3b	MeshTex:texture in model	Zomb02.gif	MeshTex:replace with	bzomf2b.png	 	 	486	 	 	 	 	 	 	 	 	 	 	 	 
	FemZombie 		FemZombieB2	MeshTex:texture in model	Zomb02.gif	MeshTex:replace with	bzomf3.png	 	 	487	 	 	 	 	 	 	 	 	 	 	 	 
	FemZombie 		FemZombieB2b	MeshTex:texture in model	Zomb02.gif	MeshTex:replace with	bzomf3b.png	 	 	488	 	 	 	 	 	 	 	 	 	 	 	 
	FreshZombie 		FreshZombieB1	MeshTex:texture in model	Zomb01.gif	MeshTex:replace with	bzomm1.png	 	 	489	 	 	 	 	 	 	 	 	 	 	 	 
	FreshZombie 		FreshZombieB1b	MeshTex:texture in model	Zomb01.gif	MeshTex:replace with	bzomm1b.png	 	 	492	 	 	 	 	 	 	 	 	 	 	 	 
	FreshZombie 		FreshZombieB3	MeshTex:texture in model	Zomb01.gif	MeshTex:replace with	bzomm2.png	 	 	493	 	 	 	 	 	 	 	 	 	 	 	 
	FreshZombie 		FreshZombieB3b	MeshTex:texture in model	Zomb01.gif	MeshTex:replace with	bzomm2b.png	 	 	494	 	 	 	 	 	 	 	 	 	 	 	 
	FreshZombie 		FreshZombieB2	MeshTex:texture in model	Zomb01.gif	MeshTex:replace with	bzomm3.png	 	 	495	 	 	 	 	 	 	 	 	 	 	 	 
	FreshZombie 	NecroBobZombieEnd	FreshZombieB2b	MeshTex:texture in model	Zomb01.gif	MeshTex:replace with	bzomm3b.png	 	 	498	 	 	 	 	 	 	 	 	 	 	 	 
	MaleNoble 	SensutDraculaStart	Dracula	ModelName	sndracula		 	 	 	499	 	 	 	 	 	 	 	 	 	 	 	 
	Dracula		Nosferatu	ModelName	snnosferatu		 	 	 	500	 	 	 	 	 	 	 	 	 	 	 	 
	FemaleNoble		VampireLady	ModelName	snvamp1			 	 	505	 	 	 	 	 	 	 	 	 	 	 	 
	VampireLady		VampireLady2	ModelName	snvamp2			 	 	508	 	 	 	 	 	 	 	 	 	 	 	 
	VampireLady		VampireLady3	ModelName	snvamp3			 	 	509	 	 	 	 	 	 	 	 	 	 	 	 
	Dracula		Vampire4	ModelName	snvamp4					512												
	FemaleNoble 		Lady Elisabeta	ModelName	snelisabeta			 	 	513	 	 	 	 	 	 	 	 	 	 	 	 
	FemaleNoble 		Lady Mina 	ModelName	snmina			 	 	514	 	 	 	 	 	 	 	 	 	 	 	 
	sword guard		VampireGuard	ModelName	snguard			 	 	515	 	 	 	 	 	 	 	 	 	 	 	 
	sword guard		MaskedGuard	ModelName	snthronegrd			 	 	519	 	 	 	 	 	 	 	 	 	 	 	 
	MechArcherFem		MaskedGuardFem	ModelName	snthronegrdf			 	 	522	 	 	 	 	 	 	 	 	 	 	 	 
	VampireGuard		VampireGuard2	ModelName	snvampguard	EdComment	Sensut used this under Haunt	 	 	527	 	 	 	 	 	 	 	 	 	 	 	 
	VampireGuard		VampireGuard3	ModelName	snvampguard2	EdComment	Sensut used this under Haunt	 	 	533	 	 	 	 	 	 	 	 	 	 	 	 
	sword guard		VladTepesArmed	ModelName	snvladtepessw	EdComment	Sensut used this guy under Mech Guard	 	 	534	 	 	 	 	 	 	 	 	 	 	 	 
	MaleNoble 	SensutEnd	VladTepes	ModelName	snvladtepesua	EdComment	See also sword guard VladTepesArmed	 	 	530	 	 	 	 	 	 	 	 	 	 	 	 
																						
											 	 	 	 	 	 	 	 	 	 	 	 
											 	 	 	 	 	 	 	 	 	 	 	 
											 	 	 	 	 	 	 	 	 	 	 	 
											 	 	 	 	 	 	 	 	 	 	 	 
											 	 	 	 	 	 	 	 	 	 	 	 
											 	 	 	 	 	 	 	 	 	 	 	 
												 	 	 	 	 	 	 	 	 	 	 
												 	 	 	 	 	 	 	 	 	 	 
												 	 	 	 	 	 	 	 	 	 	 
											 	 	 	 	 	 	 	 	 	 	 	 
											 	 	 	 	 	 	 	 	 	 	 	 
											 	 	 	 	 	 	 	 	 	 	 	 
											 	 	 	 	 	 	 	 	 	 	 	 
											 	 	 	 	 	 	 	 	 	 	 	 
							 	 		549	 	 	 	 	 	 	 	 	 	 	 	 
						 	 		 	550	 	 	 	 	 	 	 	 	 	 	 	 
						 	 		 	551	 	 	 	 	 	 	 	 	 	 	 	 
						 	 		 	554	 	 	 	 	 	 	 	 	 	 	 	 
						 	 		 	555		 	 	 	 	 	 	 	 	 	 	 
						 	 		 	556		 	 	 	 	 	 	 	 	 	 	 
						 	 		 	557		 	 	 	 	 	 	 	 	 	 	 
						 	 		 	558		 	 	 	 	 	 	 	 	 	 	 
							 	 	 	565		 	 	 	 	 	 	 	 	 	 	 
														 	 	 	 	 	 	 	 	 
						 	 	661	 	 	 	 	 	 	 	 	 	 	 	 	 	 
										 	 	 	 	 	 	 	 	 	 	 	 	 
										 	 	 	 	 	 	 	 	 	 	 	 	 
										 	 	 	 	 	 	 	 	 	 	 	 	 
										 	 	 	 	 	 	 	 	 	 	 	 	 
										 	 	 	 	 	 	 	 	 	 	 	 	 
										 	 	 	 	 	 	 	 	 	 	 	 	 
										 	 	 	 	 	 	 	 	 	 	 	 	 
										 	 	 	 	 	 	 	 	 	 	 	 	 
	bystander	GoT Pack	GoTGuys			 	 	672														
	GoTGuys		GoTSam	ModelName	sam																	
	GoTGuys		GoTJonSnow	ModelName	JonSnow	 	 	675														
	GoTGuys		GoTEdd	ModelName	Edd	 	 	676														
	GoTGuys		GoTSlynt	ModelName	slynt	 	 	677														
	GoTGuys		GoTJeor1	ModelName	Jeor1	 	 	682														
	bow man 		GoTArcher	ModelName	GOTarch01	 	 	673														
	GoTArcher		GoTArcher2	ModelName	GOTarch02	 	 	674														
	Grunts		GoTGuard	ModelName	GOTSWrd01	 	 	678														
	GoTGuard		GoTGuard2	ModelName	GOTSWrd02	 	 	679														
	GoTGuard		GoTGuard3	ModelName	GOTSWrd03	 	 	681														
	GoTGuard	GoT END	GoTNightKing	ModelName	NightKing	 	 	680														
